year,sample,island,pool,magna,longispina,pulex,poolname
1994,1,M,59,0,0,0,M-59
1994,2,M,59,0,0,0,M-59
1995,1,M,59,0,0,0,M-59
1995,2,M,59,0,0,0,M-59
1996,1,M,59,0,0,1,M-59
1996,2,M,59,0,0,0,M-59
1997,1,M,59,0,0,0,M-59
1997,2,M,59,0,0,0,M-59
1998,1,M,59,0,0,0,M-59
1998,2,M,59,0,0,0,M-59
1999,1,M,59,0,0,1,M-59
1999,2,M,59,0,0,0,M-59
2000,1,M,59,0,0,0,M-59
2000,2,M,59,0,0,0,M-59
2001,1,M,59,0,0,0,M-59
2001,2,M,59,0,0,0,M-59
2002,1,M,59,0,0,0,M-59
2002,2,M,59,0,0,0,M-59
2003,1,M,59,0,0,0,M-59
2003,2,M,59,0,0,0,M-59
2004,1,M,59,0,0,0,M-59
2004,2,M,59,0,0,0,M-59
2005,1,M,59,0,0,0,M-59
2005,2,M,59,0,0,0,M-59
2006,1,M,59,0,0,0,M-59
2006,2,M,59,0,0,1,M-59
2007,1,M,59,0,0,0,M-59
2007,2,M,59,0,0,0,M-59
2008,1,M,59,0,0,0,M-59
2008,2,M,59,0,0,0,M-59
1982,1,M,60,NA,NA,NA,M-60
1982,2,M,60,0,0,0,M-60
1983,1,M,60,0,0,0,M-60
1983,2,M,60,0,0,0,M-60
1984,1,M,60,0,0,0,M-60
1984,2,M,60,0,0,0,M-60
1985,1,M,60,0,0,0,M-60
1985,2,M,60,0,0,0,M-60
1986,1,M,60,0,0,0,M-60
1986,2,M,60,0,0,0,M-60
1987,1,M,60,0,0,0,M-60
1987,2,M,60,0,0,0,M-60
1988,1,M,60,0,0,0,M-60
1988,2,M,60,0,0,0,M-60
1989,1,M,60,0,0,0,M-60
1989,2,M,60,0,1,0,M-60
1990,1,M,60,0,0,0,M-60
1990,2,M,60,0,0,0,M-60
1991,1,M,60,0,0,0,M-60
1991,2,M,60,0,0,0,M-60
1992,1,M,60,0,0,0,M-60
1992,2,M,60,0,0,1,M-60
1993,1,M,60,NA,NA,NA,M-60
1993,2,M,60,0,0,1,M-60
1994,1,M,60,0,0,1,M-60
1994,2,M,60,0,0,0,M-60
1995,1,M,60,0,0,1,M-60
1995,2,M,60,0,0,0,M-60
1996,1,M,60,0,0,1,M-60
1996,2,M,60,0,0,0,M-60
1997,1,M,60,0,0,0,M-60
1997,2,M,60,0,0,0,M-60
1998,1,M,60,0,0,1,M-60
1998,2,M,60,0,0,0,M-60
1999,1,M,60,0,0,0,M-60
1999,2,M,60,0,0,1,M-60
2000,1,M,60,0,0,1,M-60
2000,2,M,60,0,0,1,M-60
2001,1,M,60,0,0,1,M-60
2001,2,M,60,0,0,0,M-60
2002,1,M,60,0,0,1,M-60
2002,2,M,60,0,0,0,M-60
2003,1,M,60,0,0,1,M-60
2003,2,M,60,0,0,1,M-60
2004,1,M,60,0,0,1,M-60
2004,2,M,60,0,0,0,M-60
2005,1,M,60,0,0,1,M-60
2005,2,M,60,0,0,1,M-60
2006,1,M,60,0,0,1,M-60
2006,2,M,60,0,0,1,M-60
2007,1,M,60,0,0,0,M-60
2007,2,M,60,0,0,1,M-60
2008,1,M,60,0,0,0,M-60
2008,2,M,60,0,0,1,M-60
1982,1,M,61,NA,NA,NA,M-61
1982,2,M,61,0,0,0,M-61
1983,1,M,61,0,0,0,M-61
1983,2,M,61,0,0,0,M-61
1984,1,M,61,0,0,0,M-61
1984,2,M,61,0,0,0,M-61
1985,1,M,61,0,0,0,M-61
1985,2,M,61,0,0,0,M-61
1986,1,M,61,0,0,0,M-61
1986,2,M,61,0,1,0,M-61
1987,1,M,61,0,0,0,M-61
1987,2,M,61,0,1,0,M-61
1988,1,M,61,0,1,0,M-61
1988,2,M,61,0,1,0,M-61
1989,1,M,61,0,1,0,M-61
1989,2,M,61,0,1,0,M-61
1990,1,M,61,0,1,0,M-61
1990,2,M,61,0,1,0,M-61
1991,1,M,61,0,0,0,M-61
1991,2,M,61,0,1,1,M-61
1992,1,M,61,0,0,1,M-61
1992,2,M,61,0,0,1,M-61
1993,1,M,61,NA,NA,NA,M-61
1993,2,M,61,0,0,1,M-61
1994,1,M,61,0,0,1,M-61
1994,2,M,61,0,0,1,M-61
1995,1,M,61,0,0,1,M-61
1995,2,M,61,0,0,0,M-61
1996,1,M,61,0,0,1,M-61
1996,2,M,61,0,0,1,M-61
1997,1,M,61,0,0,1,M-61
1997,2,M,61,0,0,1,M-61
1998,1,M,61,0,0,1,M-61
1998,2,M,61,0,0,1,M-61
1999,1,M,61,0,0,1,M-61
1999,2,M,61,0,0,1,M-61
2000,1,M,61,0,0,1,M-61
2000,2,M,61,0,0,1,M-61
2001,1,M,61,0,0,1,M-61
2001,2,M,61,0,0,1,M-61
2002,1,M,61,0,0,1,M-61
2002,2,M,61,0,0,0,M-61
2003,1,M,61,0,0,1,M-61
2003,2,M,61,0,0,1,M-61
2004,1,M,61,0,0,1,M-61
2004,2,M,61,0,0,1,M-61
2005,1,M,61,0,0,1,M-61
2005,2,M,61,0,0,1,M-61
2006,1,M,61,0,0,1,M-61
2006,2,M,61,0,0,1,M-61
2007,1,M,61,0,0,1,M-61
2007,2,M,61,0,0,1,M-61
2008,1,M,61,0,0,1,M-61
2008,2,M,61,0,0,1,M-61
1982,1,M,62,NA,NA,NA,M-62
1982,2,M,62,0,0,0,M-62
1983,1,M,62,0,0,0,M-62
1983,2,M,62,0,0,0,M-62
1984,1,M,62,0,0,0,M-62
1984,2,M,62,0,0,0,M-62
1985,1,M,62,0,0,0,M-62
1985,2,M,62,0,0,0,M-62
1986,1,M,62,0,0,0,M-62
1986,2,M,62,0,0,0,M-62
1987,1,M,62,0,0,0,M-62
1987,2,M,62,0,0,0,M-62
1988,1,M,62,0,0,0,M-62
1988,2,M,62,0,0,0,M-62
1989,1,M,62,0,0,0,M-62
1989,2,M,62,0,0,0,M-62
1990,1,M,62,0,0,0,M-62
1990,2,M,62,0,0,0,M-62
1991,1,M,62,0,0,0,M-62
1991,2,M,62,0,0,0,M-62
1992,1,M,62,0,0,0,M-62
1992,2,M,62,0,0,0,M-62
1993,1,M,62,NA,NA,NA,M-62
1993,2,M,62,0,0,0,M-62
1994,1,M,62,0,0,0,M-62
1994,2,M,62,0,0,0,M-62
1995,1,M,62,0,0,0,M-62
1995,2,M,62,0,0,0,M-62
1996,1,M,62,0,0,0,M-62
1996,2,M,62,0,0,0,M-62
1997,1,M,62,0,0,0,M-62
1997,2,M,62,0,0,0,M-62
1998,1,M,62,0,0,0,M-62
1998,2,M,62,0,0,0,M-62
1999,1,M,62,0,0,0,M-62
1999,2,M,62,0,0,0,M-62
2000,1,M,62,0,0,0,M-62
2000,2,M,62,0,0,0,M-62
2001,1,M,62,0,0,0,M-62
2001,2,M,62,0,0,0,M-62
2002,1,M,62,0,0,0,M-62
2002,2,M,62,0,0,0,M-62
2003,1,M,62,0,0,0,M-62
2003,2,M,62,0,0,0,M-62
2004,1,M,62,0,0,0,M-62
2004,2,M,62,0,0,0,M-62
2005,1,M,62,0,0,0,M-62
2005,2,M,62,0,0,0,M-62
2006,1,M,62,0,0,0,M-62
2006,2,M,62,0,0,0,M-62
2007,1,M,62,0,0,0,M-62
2007,2,M,62,0,0,0,M-62
2008,1,M,62,0,0,0,M-62
2008,2,M,62,0,0,0,M-62
1982,1,M,63,NA,NA,NA,M-63
1982,2,M,63,0,0,0,M-63
1983,1,M,63,0,0,0,M-63
1983,2,M,63,0,0,0,M-63
1984,1,M,63,0,0,0,M-63
1984,2,M,63,0,0,0,M-63
1985,1,M,63,0,0,0,M-63
1985,2,M,63,0,0,0,M-63
1986,1,M,63,0,0,0,M-63
1986,2,M,63,0,0,0,M-63
1987,1,M,63,1,0,0,M-63
1987,2,M,63,1,0,0,M-63
1988,1,M,63,1,0,0,M-63
1988,2,M,63,0,0,0,M-63
1989,1,M,63,0,0,0,M-63
1989,2,M,63,0,0,0,M-63
1990,1,M,63,0,0,0,M-63
1990,2,M,63,0,0,0,M-63
1991,1,M,63,0,0,0,M-63
1991,2,M,63,0,0,0,M-63
1992,1,M,63,0,0,0,M-63
1992,2,M,63,0,0,0,M-63
1993,1,M,63,NA,NA,NA,M-63
1993,2,M,63,0,0,0,M-63
1994,1,M,63,0,0,0,M-63
1994,2,M,63,0,0,0,M-63
1995,1,M,63,0,0,0,M-63
1995,2,M,63,0,0,0,M-63
1996,1,M,63,0,0,0,M-63
1996,2,M,63,0,0,0,M-63
1997,1,M,63,0,0,0,M-63
1997,2,M,63,0,0,0,M-63
1998,1,M,63,0,0,0,M-63
1998,2,M,63,0,0,0,M-63
1999,1,M,63,0,0,0,M-63
1999,2,M,63,0,0,0,M-63
2000,1,M,63,0,0,0,M-63
2000,2,M,63,0,0,0,M-63
2001,1,M,63,0,0,0,M-63
2001,2,M,63,0,0,0,M-63
2002,1,M,63,0,0,0,M-63
2002,2,M,63,0,0,0,M-63
2003,1,M,63,0,0,0,M-63
2003,2,M,63,0,0,0,M-63
2004,1,M,63,0,0,0,M-63
2004,2,M,63,0,0,0,M-63
2005,1,M,63,0,0,0,M-63
2005,2,M,63,0,0,0,M-63
2006,1,M,63,0,0,0,M-63
2006,2,M,63,0,0,0,M-63
2007,1,M,63,0,0,0,M-63
2007,2,M,63,0,0,0,M-63
2008,1,M,63,0,0,0,M-63
2008,2,M,63,0,0,0,M-63
1982,1,M,64,NA,NA,NA,M-64
1982,2,M,64,0,0,0,M-64
1983,1,M,64,0,0,0,M-64
1983,2,M,64,0,0,0,M-64
1984,1,M,64,0,0,0,M-64
1984,2,M,64,0,0,0,M-64
1985,1,M,64,0,0,0,M-64
1985,2,M,64,0,0,0,M-64
1986,1,M,64,0,0,0,M-64
1986,2,M,64,0,0,0,M-64
1987,1,M,64,0,0,0,M-64
1987,2,M,64,0,0,0,M-64
1988,1,M,64,0,0,0,M-64
1988,2,M,64,0,0,0,M-64
1989,1,M,64,0,0,0,M-64
1989,2,M,64,0,0,0,M-64
1990,1,M,64,0,0,0,M-64
1990,2,M,64,0,0,0,M-64
1991,1,M,64,0,0,0,M-64
1991,2,M,64,0,0,0,M-64
1992,1,M,64,0,0,0,M-64
1992,2,M,64,0,0,0,M-64
1993,1,M,64,NA,NA,NA,M-64
1993,2,M,64,0,0,0,M-64
1994,1,M,64,0,0,0,M-64
1994,2,M,64,0,0,0,M-64
1995,1,M,64,0,0,0,M-64
1995,2,M,64,0,0,0,M-64
1996,1,M,64,0,0,0,M-64
1996,2,M,64,0,0,0,M-64
1997,1,M,64,0,0,0,M-64
1997,2,M,64,0,0,0,M-64
1998,1,M,64,0,0,0,M-64
1998,2,M,64,0,0,0,M-64
1999,1,M,64,0,0,0,M-64
1999,2,M,64,0,0,0,M-64
2000,1,M,64,0,0,0,M-64
2000,2,M,64,0,0,0,M-64
2001,1,M,64,0,0,0,M-64
2001,2,M,64,0,0,0,M-64
2002,1,M,64,0,0,0,M-64
2002,2,M,64,0,0,0,M-64
2003,1,M,64,0,0,0,M-64
2003,2,M,64,0,0,0,M-64
2004,1,M,64,1,0,0,M-64
2004,2,M,64,0,0,0,M-64
2005,1,M,64,1,0,0,M-64
2005,2,M,64,0,0,0,M-64
2006,1,M,64,1,0,0,M-64
2006,2,M,64,1,0,0,M-64
2007,1,M,64,1,0,0,M-64
2007,2,M,64,0,0,0,M-64
2008,1,M,64,1,0,0,M-64
2008,2,M,64,0,0,0,M-64
1982,1,M,65,NA,NA,NA,M-65
1982,2,M,65,0,0,0,M-65
1983,1,M,65,0,0,0,M-65
1983,2,M,65,0,0,0,M-65
1984,1,M,65,0,0,0,M-65
1984,2,M,65,0,0,0,M-65
1985,1,M,65,0,0,0,M-65
1985,2,M,65,0,0,0,M-65
1986,1,M,65,0,0,0,M-65
1986,2,M,65,0,0,0,M-65
1987,1,M,65,0,0,0,M-65
1987,2,M,65,0,0,0,M-65
1988,1,M,65,0,0,0,M-65
1988,2,M,65,0,0,0,M-65
1989,1,M,65,0,0,0,M-65
1989,2,M,65,0,0,0,M-65
1990,1,M,65,0,0,0,M-65
1990,2,M,65,0,0,0,M-65
1991,1,M,65,0,0,0,M-65
1991,2,M,65,0,1,0,M-65
1992,1,M,65,0,0,0,M-65
1992,2,M,65,0,0,0,M-65
1993,1,M,65,NA,NA,NA,M-65
1993,2,M,65,0,0,0,M-65
1994,1,M,65,0,0,0,M-65
1994,2,M,65,0,0,0,M-65
1995,1,M,65,0,0,0,M-65
1995,2,M,65,0,0,0,M-65
1996,1,M,65,0,0,0,M-65
1996,2,M,65,0,0,0,M-65
1997,1,M,65,0,0,0,M-65
1997,2,M,65,0,0,0,M-65
1998,1,M,65,0,0,0,M-65
1998,2,M,65,0,0,0,M-65
1999,1,M,65,0,0,0,M-65
1999,2,M,65,0,0,0,M-65
2000,1,M,65,0,0,0,M-65
2000,2,M,65,0,0,0,M-65
2001,1,M,65,0,0,0,M-65
2001,2,M,65,0,0,0,M-65
2002,1,M,65,0,0,0,M-65
2002,2,M,65,0,0,0,M-65
2003,1,M,65,0,0,0,M-65
2003,2,M,65,1,0,0,M-65
2004,1,M,65,0,0,0,M-65
2004,2,M,65,0,0,0,M-65
2005,1,M,65,0,0,0,M-65
2005,2,M,65,0,0,0,M-65
2006,1,M,65,0,0,0,M-65
2006,2,M,65,0,0,0,M-65
2007,1,M,65,0,0,0,M-65
2007,2,M,65,0,0,0,M-65
2008,1,M,65,0,0,0,M-65
2008,2,M,65,0,0,0,M-65
1982,1,M,66,NA,NA,NA,M-66
1982,2,M,66,0,0,0,M-66
1983,1,M,66,0,0,0,M-66
1983,2,M,66,0,0,0,M-66
1984,1,M,66,0,0,0,M-66
1984,2,M,66,0,0,0,M-66
1985,1,M,66,0,0,0,M-66
1985,2,M,66,0,0,0,M-66
1986,1,M,66,0,0,0,M-66
1986,2,M,66,0,0,0,M-66
1987,1,M,66,0,0,0,M-66
1987,2,M,66,0,0,0,M-66
1988,1,M,66,0,0,0,M-66
1988,2,M,66,0,0,0,M-66
1989,1,M,66,0,0,0,M-66
1989,2,M,66,0,0,0,M-66
1990,1,M,66,0,0,0,M-66
1990,2,M,66,0,0,0,M-66
1991,1,M,66,0,0,0,M-66
1991,2,M,66,1,1,0,M-66
1992,1,M,66,0,0,0,M-66
1992,2,M,66,0,0,0,M-66
1993,1,M,66,NA,NA,NA,M-66
1993,2,M,66,0,0,0,M-66
1994,1,M,66,0,0,0,M-66
1994,2,M,66,0,0,0,M-66
1995,1,M,66,0,0,0,M-66
1995,2,M,66,1,1,0,M-66
1996,1,M,66,0,1,0,M-66
1996,2,M,66,0,1,1,M-66
1997,1,M,66,1,1,1,M-66
1997,2,M,66,0,0,0,M-66
1998,1,M,66,1,1,0,M-66
1998,2,M,66,0,1,0,M-66
1999,1,M,66,0,1,0,M-66
1999,2,M,66,0,0,0,M-66
2000,1,M,66,0,1,0,M-66
2000,2,M,66,0,1,0,M-66
2001,1,M,66,0,1,0,M-66
2001,2,M,66,0,1,0,M-66
2002,1,M,66,0,1,0,M-66
2002,2,M,66,0,1,0,M-66
2003,1,M,66,0,1,0,M-66
2003,2,M,66,0,1,0,M-66
2004,1,M,66,0,1,0,M-66
2004,2,M,66,0,1,0,M-66
2005,1,M,66,0,1,1,M-66
2005,2,M,66,0,0,1,M-66
2006,1,M,66,0,1,0,M-66
2006,2,M,66,0,0,0,M-66
2007,1,M,66,0,0,0,M-66
2007,2,M,66,0,0,0,M-66
2008,1,M,66,0,0,0,M-66
2008,2,M,66,0,0,0,M-66
1982,1,M,67,NA,NA,NA,M-67
1982,2,M,67,0,0,0,M-67
1983,1,M,67,0,0,0,M-67
1983,2,M,67,0,0,0,M-67
1984,1,M,67,0,0,0,M-67
1984,2,M,67,0,0,0,M-67
1985,1,M,67,0,0,0,M-67
1985,2,M,67,0,0,0,M-67
1986,1,M,67,0,0,0,M-67
1986,2,M,67,0,0,0,M-67
1987,1,M,67,0,0,0,M-67
1987,2,M,67,0,0,0,M-67
1988,1,M,67,0,0,0,M-67
1988,2,M,67,0,0,0,M-67
1989,1,M,67,0,0,0,M-67
1989,2,M,67,0,0,0,M-67
1990,1,M,67,0,0,0,M-67
1990,2,M,67,0,0,0,M-67
1991,1,M,67,0,0,0,M-67
1991,2,M,67,0,1,0,M-67
1992,1,M,67,0,0,0,M-67
1992,2,M,67,0,0,0,M-67
1993,1,M,67,NA,NA,NA,M-67
1993,2,M,67,0,1,1,M-67
1994,1,M,67,0,1,1,M-67
1994,2,M,67,0,0,0,M-67
1995,1,M,67,0,0,0,M-67
1995,2,M,67,0,0,0,M-67
1996,1,M,67,0,0,0,M-67
1996,2,M,67,0,0,1,M-67
1997,1,M,67,0,0,0,M-67
1997,2,M,67,0,0,0,M-67
1998,1,M,67,0,0,0,M-67
1998,2,M,67,0,1,0,M-67
1999,1,M,67,0,0,0,M-67
1999,2,M,67,0,0,0,M-67
2000,1,M,67,0,0,0,M-67
2000,2,M,67,0,1,0,M-67
2001,1,M,67,0,1,0,M-67
2001,2,M,67,0,0,0,M-67
2002,1,M,67,0,0,0,M-67
2002,2,M,67,0,0,0,M-67
2003,1,M,67,0,0,0,M-67
2003,2,M,67,0,0,0,M-67
2004,1,M,67,0,1,0,M-67
2004,2,M,67,0,1,0,M-67
2005,1,M,67,0,0,0,M-67
2005,2,M,67,0,0,0,M-67
2006,1,M,67,0,0,0,M-67
2006,2,M,67,0,0,0,M-67
2007,1,M,67,0,0,0,M-67
2007,2,M,67,0,0,0,M-67
2008,1,M,67,0,0,0,M-67
2008,2,M,67,0,0,0,M-67
1982,1,M,68,NA,NA,NA,M-68
1982,2,M,68,0,0,0,M-68
1983,1,M,68,0,0,0,M-68
1983,2,M,68,0,0,0,M-68
1984,1,M,68,0,0,0,M-68
1984,2,M,68,0,0,0,M-68
1985,1,M,68,0,0,0,M-68
1985,2,M,68,0,0,0,M-68
1986,1,M,68,0,0,0,M-68
1986,2,M,68,0,0,0,M-68
1987,1,M,68,0,0,0,M-68
1987,2,M,68,0,0,0,M-68
1988,1,M,68,0,0,0,M-68
1988,2,M,68,0,0,0,M-68
1989,1,M,68,0,0,0,M-68
1989,2,M,68,0,0,0,M-68
1990,1,M,68,0,0,0,M-68
1990,2,M,68,0,0,0,M-68
1991,1,M,68,0,0,0,M-68
1991,2,M,68,0,0,0,M-68
1992,1,M,68,0,0,0,M-68
1992,2,M,68,0,0,1,M-68
1993,1,M,68,NA,NA,NA,M-68
1993,2,M,68,0,0,0,M-68
1994,1,M,68,0,0,0,M-68
1994,2,M,68,0,0,0,M-68
1995,1,M,68,0,0,0,M-68
1995,2,M,68,0,0,0,M-68
1996,1,M,68,0,0,0,M-68
1996,2,M,68,0,0,0,M-68
1997,1,M,68,0,0,0,M-68
1997,2,M,68,0,0,0,M-68
1998,1,M,68,0,0,0,M-68
1998,2,M,68,0,0,0,M-68
1999,1,M,68,0,0,0,M-68
1999,2,M,68,0,0,0,M-68
2000,1,M,68,0,0,0,M-68
2000,2,M,68,0,0,0,M-68
2001,1,M,68,0,0,0,M-68
2001,2,M,68,0,0,0,M-68
2002,1,M,68,0,0,0,M-68
2002,2,M,68,0,0,0,M-68
2003,1,M,68,0,0,0,M-68
2003,2,M,68,0,0,0,M-68
2004,1,M,68,0,0,0,M-68
2004,2,M,68,0,1,0,M-68
2005,1,M,68,0,0,0,M-68
2005,2,M,68,0,0,0,M-68
2006,1,M,68,0,0,0,M-68
2006,2,M,68,0,0,0,M-68
2007,1,M,68,0,0,0,M-68
2007,2,M,68,0,0,0,M-68
2008,1,M,68,0,0,0,M-68
2008,2,M,68,0,0,0,M-68
1982,1,M,69,NA,NA,NA,M-69
1982,2,M,69,0,0,1,M-69
1983,1,M,69,0,0,1,M-69
1983,2,M,69,0,0,1,M-69
1984,1,M,69,0,0,0,M-69
1984,2,M,69,0,0,1,M-69
1985,1,M,69,0,0,1,M-69
1985,2,M,69,0,0,1,M-69
1986,1,M,69,0,0,1,M-69
1986,2,M,69,0,0,0,M-69
1987,1,M,69,0,0,1,M-69
1987,2,M,69,0,0,1,M-69
1988,1,M,69,0,0,1,M-69
1988,2,M,69,0,0,1,M-69
1989,1,M,69,0,0,1,M-69
1989,2,M,69,0,0,1,M-69
1990,1,M,69,0,0,0,M-69
1990,2,M,69,0,0,1,M-69
1991,1,M,69,0,0,1,M-69
1991,2,M,69,0,0,1,M-69
1992,1,M,69,0,0,0,M-69
1992,2,M,69,0,0,1,M-69
1993,1,M,69,NA,NA,NA,M-69
1993,2,M,69,0,0,0,M-69
1994,1,M,69,0,0,1,M-69
1994,2,M,69,0,0,0,M-69
1995,1,M,69,0,0,1,M-69
1995,2,M,69,0,0,0,M-69
1996,1,M,69,0,0,0,M-69
1996,2,M,69,0,0,1,M-69
1997,1,M,69,0,0,0,M-69
1997,2,M,69,0,0,0,M-69
1998,1,M,69,0,0,0,M-69
1998,2,M,69,0,0,0,M-69
1999,1,M,69,0,0,0,M-69
1999,2,M,69,0,0,0,M-69
2000,1,M,69,0,0,1,M-69
2000,2,M,69,0,0,1,M-69
2001,1,M,69,0,0,1,M-69
2001,2,M,69,0,0,1,M-69
2002,1,M,69,0,0,0,M-69
2002,2,M,69,0,0,0,M-69
2003,1,M,69,0,0,1,M-69
2003,2,M,69,0,0,1,M-69
2004,1,M,69,0,0,1,M-69
2004,2,M,69,0,0,1,M-69
2005,1,M,69,0,0,1,M-69
2005,2,M,69,0,0,1,M-69
2006,1,M,69,0,0,1,M-69
2006,2,M,69,0,0,1,M-69
2007,1,M,69,0,0,1,M-69
2007,2,M,69,0,0,1,M-69
2008,1,M,69,0,0,1,M-69
2008,2,M,69,0,0,0,M-69
1982,1,M,70,NA,NA,NA,M-70
1982,2,M,70,0,0,0,M-70
1983,1,M,70,0,0,0,M-70
1983,2,M,70,0,0,0,M-70
1984,1,M,70,0,0,0,M-70
1984,2,M,70,0,0,0,M-70
1985,1,M,70,0,0,0,M-70
1985,2,M,70,0,0,0,M-70
1986,1,M,70,0,0,0,M-70
1986,2,M,70,0,0,0,M-70
1987,1,M,70,0,0,0,M-70
1987,2,M,70,0,0,0,M-70
1988,1,M,70,0,0,0,M-70
1988,2,M,70,0,0,0,M-70
1989,1,M,70,0,0,0,M-70
1989,2,M,70,0,0,0,M-70
1990,1,M,70,0,0,0,M-70
1990,2,M,70,0,0,0,M-70
1991,1,M,70,0,0,0,M-70
1991,2,M,70,0,0,0,M-70
1992,1,M,70,0,0,0,M-70
1992,2,M,70,0,0,0,M-70
1993,1,M,70,NA,NA,NA,M-70
1993,2,M,70,0,0,0,M-70
1994,1,M,70,0,0,0,M-70
1994,2,M,70,0,0,0,M-70
1995,1,M,70,0,0,0,M-70
1995,2,M,70,0,0,0,M-70
1996,1,M,70,0,0,0,M-70
1996,2,M,70,0,0,0,M-70
1997,1,M,70,0,0,0,M-70
1997,2,M,70,0,0,0,M-70
1998,1,M,70,0,0,0,M-70
1998,2,M,70,0,0,0,M-70
1999,1,M,70,0,0,0,M-70
1999,2,M,70,0,0,0,M-70
2000,1,M,70,0,0,0,M-70
2000,2,M,70,0,0,0,M-70
2001,1,M,70,0,0,0,M-70
2001,2,M,70,0,0,0,M-70
2002,1,M,70,0,0,0,M-70
2002,2,M,70,0,0,0,M-70
2003,1,M,70,0,0,0,M-70
2003,2,M,70,0,0,0,M-70
2004,1,M,70,0,0,0,M-70
2004,2,M,70,0,0,0,M-70
2005,1,M,70,0,0,0,M-70
2005,2,M,70,0,0,0,M-70
2006,1,M,70,0,0,0,M-70
2006,2,M,70,0,0,0,M-70
2007,1,M,70,0,0,0,M-70
2007,2,M,70,0,0,0,M-70
2008,1,M,70,0,0,0,M-70
2008,2,M,70,0,0,0,M-70
1982,1,M,71,NA,NA,NA,M-71
1982,2,M,71,0,0,0,M-71
1983,1,M,71,0,0,0,M-71
1983,2,M,71,0,0,0,M-71
1984,1,M,71,0,0,0,M-71
1984,2,M,71,0,0,0,M-71
1985,1,M,71,0,0,0,M-71
1985,2,M,71,0,0,0,M-71
1986,1,M,71,0,0,0,M-71
1986,2,M,71,0,0,0,M-71
1987,1,M,71,0,0,0,M-71
1987,2,M,71,0,0,0,M-71
1988,1,M,71,0,0,0,M-71
1988,2,M,71,0,0,0,M-71
1989,1,M,71,0,0,0,M-71
1989,2,M,71,0,0,0,M-71
1990,1,M,71,0,0,0,M-71
1990,2,M,71,0,0,0,M-71
1991,1,M,71,0,0,0,M-71
1991,2,M,71,0,0,0,M-71
1992,1,M,71,0,0,0,M-71
1992,2,M,71,0,0,0,M-71
1993,1,M,71,NA,NA,NA,M-71
1993,2,M,71,0,0,0,M-71
1994,1,M,71,0,0,0,M-71
1994,2,M,71,0,0,0,M-71
1995,1,M,71,0,0,0,M-71
1995,2,M,71,0,0,0,M-71
1996,1,M,71,0,0,0,M-71
1996,2,M,71,0,0,0,M-71
1997,1,M,71,0,0,0,M-71
1997,2,M,71,0,0,0,M-71
1998,1,M,71,0,0,0,M-71
1998,2,M,71,0,0,0,M-71
1999,1,M,71,0,0,0,M-71
1999,2,M,71,0,0,0,M-71
2000,1,M,71,0,0,0,M-71
2000,2,M,71,0,0,0,M-71
2001,1,M,71,0,0,0,M-71
2001,2,M,71,0,0,0,M-71
2002,1,M,71,0,0,0,M-71
2002,2,M,71,0,0,0,M-71
2003,1,M,71,0,0,0,M-71
2003,2,M,71,0,0,0,M-71
2004,1,M,71,0,0,0,M-71
2004,2,M,71,0,0,0,M-71
2005,1,M,71,0,0,0,M-71
2005,2,M,71,0,0,0,M-71
2006,1,M,71,0,0,0,M-71
2006,2,M,71,0,0,0,M-71
2007,1,M,71,0,0,0,M-71
2007,2,M,71,0,0,0,M-71
2008,1,M,71,0,0,0,M-71
2008,2,M,71,0,0,0,M-71
1982,1,M,72,NA,NA,NA,M-72
1982,2,M,72,0,0,0,M-72
1983,1,M,72,0,0,0,M-72
1983,2,M,72,0,0,0,M-72
1984,1,M,72,0,0,0,M-72
1984,2,M,72,0,0,0,M-72
1985,1,M,72,0,0,0,M-72
1985,2,M,72,0,0,0,M-72
1986,1,M,72,1,0,0,M-72
1986,2,M,72,0,0,0,M-72
1987,1,M,72,1,0,0,M-72
1987,2,M,72,1,0,0,M-72
1988,1,M,72,1,0,0,M-72
1988,2,M,72,1,0,0,M-72
1989,1,M,72,1,0,0,M-72
1989,2,M,72,1,0,0,M-72
1990,1,M,72,0,0,0,M-72
1990,2,M,72,1,0,0,M-72
1991,1,M,72,1,0,0,M-72
1991,2,M,72,1,0,0,M-72
1992,1,M,72,0,0,0,M-72
1992,2,M,72,1,1,0,M-72
1993,1,M,72,NA,NA,NA,M-72
1993,2,M,72,1,0,0,M-72
1994,1,M,72,1,0,0,M-72
1994,2,M,72,1,0,0,M-72
1995,1,M,72,1,0,0,M-72
1995,2,M,72,0,0,0,M-72
1996,1,M,72,1,0,0,M-72
1996,2,M,72,1,0,0,M-72
1997,1,M,72,0,0,0,M-72
1997,2,M,72,1,0,0,M-72
1998,1,M,72,1,0,0,M-72
1998,2,M,72,1,0,0,M-72
1999,1,M,72,1,0,0,M-72
1999,2,M,72,0,0,0,M-72
2000,1,M,72,1,0,0,M-72
2000,2,M,72,1,0,0,M-72
2001,1,M,72,1,0,0,M-72
2001,2,M,72,1,0,0,M-72
2002,1,M,72,1,0,0,M-72
2002,2,M,72,0,0,0,M-72
2003,1,M,72,1,0,0,M-72
2003,2,M,72,1,0,0,M-72
2004,1,M,72,1,0,0,M-72
2004,2,M,72,1,0,0,M-72
2005,1,M,72,1,0,0,M-72
2005,2,M,72,1,0,0,M-72
2006,1,M,72,1,0,0,M-72
2006,2,M,72,1,0,0,M-72
2007,1,M,72,1,0,0,M-72
2007,2,M,72,1,0,0,M-72
2008,1,M,72,0,0,0,M-72
